id,starts,ends,duration,session_id,trial_id,t0,prod_onset_t0,prod_onset,prod_offset,stim_onset,stim_offset,prod_offset_t0,stim_onset_t0,stim_offset_t0
16,45584.8392707117,45598.4788392112,13.6395684995005,1,16,45590.8392707117,0,45590.8392707117,45592.4788392112,NaN,NaN,1.63956849950046,NaN,NaN
17,45590.6918054568,45604.3163941527,13.6245886959005,1,17,45596.6918054568,0,45596.6918054568,45598.3163941527,NaN,NaN,1.62458869590046,NaN,NaN
18,45595.9664295044,45609.3685911171,13.4021616126993,1,18,45601.9664295044,0,45601.9664295044,45603.3685911171,NaN,NaN,1.40216161269927,NaN,NaN
19,45601.4009374324,45614.8321086647,13.431171232296,1,19,45607.4009374324,0,45607.4009374324,45608.8321086647,NaN,NaN,1.43117123229604,NaN,NaN
20,45607.1563368994,45620.7034266115,13.5470897120977,1,20,45613.1563368994,0,45613.1563368994,45614.7034266115,NaN,NaN,1.54708971209766,NaN,NaN
21,45613.7397970015,45627.3015465214,13.5617495198967,1,21,45619.7397970015,0,45619.7397970015,45621.3015465214,NaN,NaN,1.56174951989669,NaN,NaN
22,45619.9640437685,45633.383225158,13.4191813895013,1,22,45625.9640437685,0,45625.9640437685,45627.383225158,NaN,NaN,1.41918138950132,NaN,NaN
23,45625.2468936853,45638.5965459866,13.3496523013018,1,23,45631.2468936853,0,45631.2468936853,45632.5965459866,NaN,NaN,1.34965230130183,NaN,NaN
24,45630.7637834065,45644.1609150852,13.3971316786992,1,24,45636.7637834065,0,45636.7637834065,45638.1609150852,NaN,NaN,1.39713167869922,NaN,NaN
25,45636.3316841829,45649.7527155482,13.421031365302,1,25,45642.3316841829,0,45642.3316841829,45643.7527155482,NaN,NaN,1.42103136530204,NaN,NaN
26,45641.9721222839,45655.5432816804,13.5711593965025,1,26,45647.9721222839,0,45647.9721222839,45649.5432816804,NaN,NaN,1.57115939650248,NaN,NaN
27,45647.548844094,45661.0506044006,13.5017603066008,1,27,45653.548844094,0,45653.548844094,45655.0506044006,NaN,NaN,1.50176030660077,NaN,NaN
28,45652.8667229768,45666.2658146298,13.3990916529947,1,28,45658.8667229768,0,45658.8667229768,45660.2658146298,NaN,NaN,1.39909165299468,NaN,NaN
29,45658.423011032,45671.8854618541,13.4624508221023,1,29,45664.423011032,0,45664.423011032,45665.8854618541,NaN,NaN,1.46245082210226,NaN,NaN
30,45664.1426709677,45677.6759808606,13.5333098928968,1,30,45670.1426709677,0,45670.1426709677,45671.6759808606,NaN,NaN,1.5333098928968,NaN,NaN
